,name,longitude,latitude
2730,NAMSOS,11.5,64.466667
2731,MALM,11.233333,64.066667
2732,STEINKJER,11.5,64.016667
2733,DJUPVIKEN,11.45,63.783333
2734,LEVANGER,11.3,63.75
2735,LANGSTEIN,10.9,63.533333
2736,MURUVIK,10.85,63.433333
2737,HOMMELVIK,10.8,63.416667
2738,TRONDHEIM,10.4,63.433333
2739,THAMSHAMM,9.883333,63.316667
2740,KRISTIANSUND,7.733333,63.116667
2741,SUNNDALSORA,8.55,62.683333
2742,BUD,6.916667,62.9
2743,HAROYSUND,6.966667,62.9
2744,MOLDE,7.166667,62.733333
2745,ANDALSNES,7.683333,62.566667
2746,HAREID,6.033333,62.366667
2747,MOLDTUSTRANDA,5.65,62.3
2748,ORSTAV,6.133333,62.2
2749,ALESUND,6.166667,62.466667
2750,MALOY,5.116667,61.933333
2751,FLORO,5.033333,61.6
2752,ARDALSTANGEN,7.716667,61.233333
2753,MONGSTAD,5.033333,60.816667
2754,VAKSDAL,5.733333,60.483333
2755,BERGEN,5.316667,60.4
2756,BRATTHOLMEN,5.166667,60.35
2757,TRANNESET,5.016667,60.416667
2758,STRANDVIK,5.666667,60.166667
2759,NORHEIMSUND,6.15,60.366667
2760,ODDA,6.55,60.083333
2761,PUERTO PADRE,-76.533333,21.283333
2762,BAHIA DE SAGUA DE TANAMO,-75.333333,20.683333
2763,PUERTO GUANTANAMO,-75.133333,19.983333
2764,DEAUVILLE,0.083333,49.366667
2765,PORT DE CAEN,-0.35,49.183333
2766,OUISTREHAM,-0.25,49.283333
2767,ELFIN COVE,-136.35,58.2
2768,HOONAH,-135.45,58.116667
2769,TENAKEE SPRINGS,-135.2,57.783333
2770,CHATHAM,-134.933333,57.516667
2771,TODD,-135.05,57.466667
2772,HOOD BAY,-134.5,57.4
2773,HAWK INLET,-134.75,58.116667
2774,FUNTER,-134.9,58.25
2775,DUPONT,-134.266667,58.233333
2776,JUNEAU,-134.416667,58.3
2777,HAINES,-135.433333,59.233333
2778,TANANI POINT,-135.45,59.283333
2779,SKAGWAY,-135.333333,59.45
2780,LETNIKOF COVE,-135.4,59.183333
2781,EXCURSION INLET,-135.45,58.416667
2782,YAKUTAT,-139.733333,59.55
2783,KATALLA,-144.533333,60.2
2784,CORDOVA,-145.766667,60.55
2785,SHEPARD POINT,-145.666667,60.633333
2786,SWANPORT,-146.4,61.083333
2787,METLAKATLA,-131.566667,55.133333
2788,GEORGE INLET,-131.466667,55.383333
2789,VALDEZ,-146.25,61.116667
2790,BAMBERTON,-123.516667,48.55
2791,VICTORIA HARBOR,-123.383333,48.433333
2792,ESQUIMALT HARBOR,-123.433333,48.433333
2793,PORT SAN JUAN,-124.433333,48.55
2794,PORT ALBERNI,-124.816667,49.233333
2795,UCLUELET,-125.55,48.95
2796,CLAYOQUOT,-125.916667,49.15
2797,AHOUSAT,-126.066667,49.283333
2798,TAHSIS,-126.666667,49.916667
2799,MELING,5.116667,59.783333
2800,HEMNESBERGET,13.616667,66.233333
2801,HAMMERFEST,23.666667,70.666667
2802,SORVAER,21.983333,70.633333
2803,BREDVIK,22.133333,70.583333
2804,OKSFJORD,22.35,70.233333
2805,ALTA,23.25,69.966667
2806,TALVIK,22.966667,70.05
2807,TROMSO,18.966667,69.65
2808,GIBOSTAD,18.083333,69.35
2809,FINNSNES,17.966667,69.233333
2810,MEDBY,17.733333,68.916667
2811,SJOVEGAN,17.833333,68.883333
2812,HARSTAD,16.55,68.8
2813,ANDENES,16.133333,69.333333
2814,SORTLAND,15.416667,68.7
2815,CIENFUEGOS,-80.45,22.15
2816,LUCEA,-78.166667,18.45
2817,MONTEGO BAY,-77.933333,18.466667
2818,FALMOUTH,-77.65,18.483333
2819,RIO BUENO,-77.466667,18.466667
2820,OCHO RIOS,-77.116667,18.416667
2821,PORT ANTONIO,-76.45,18.183333
2822,PORT ESQUIVEL,-77.133333,17.883333
2823,PORT KAISER,-77.6,17.866667
2824,SAVANNAH LA MAR,-78.133333,18.2
2825,JACMEL,-72.533333,18.233333
2826,MIRAGOANE,-73.083333,18.45
2827,PETIT GOAVE,-72.866667,18.433333
2828,PORT AU PRINCE,-72.35,18.55
2829,SANTIAGO DE CUBA,-75.833333,20.016667
2830,PUERTO CABEZAS,-83.383333,14.016667
2831,PUERTO LIMON,-83.016667,9.983333
2832,CHIRIQUI GRANDE,-82.116667,8.95
2833,BERGH COVE,-127.616667,50.533333
2834,PORT ALICE,-127.45,50.383333
2835,COAL HARBOR,-127.583333,50.6
2836,PORT HARDY,-127.483333,50.716667
2837,SOINTULA,-127.016667,50.633333
2838,ALERT BAY,-126.933333,50.583333
2839,PORT MCNEILL,-127.083333,50.583333
2840,BELLA COOLA,-126.8,52.366667
2841,BELLA BELLA,-128.15,52.166667
2842,KLEMTU,-128.516667,52.6
2843,BUTEDALE,-128.683333,53.166667
2844,KEMANO BAY,-128.133333,53.483333
2845,KITIMAT,-128.683333,54.0
2846,PORPOISE HARBOR,-130.283333,54.216667
2847,PRINCE RUPERT,-130.333333,54.316667
2848,PORT SIMPSON,-130.433333,54.566667
2849,STEWART,-130.0,55.933333
2850,HERTFORD,-76.466667,36.183333
2851,EDENTON,-76.616667,36.05
2852,PLYMOUTH,-76.75,35.866667
2853,COLUMBIA,-76.25,35.916667
2854,BELHAVEN,-76.616667,35.616667
2855,WASHINGTON,-77.05,35.55
2856,BAYBORO,-76.766667,35.15
2857,NEW BERN,-77.05,35.1
2858,BEAUFORT,-76.666667,34.716667
2859,MOREHEAD CITY,-76.7,34.716667
2860,SWANSBORO,-77.133333,34.683333
2861,WRIGHTSVILLE,-77.816667,34.216667
2862,WILMINGTON,-77.95,34.233333
2863,SOUTHPORT,-78.016667,33.916667
2864,GEORGETOWN,-79.283333,33.366667
2865,CHARLESTON,-79.916667,32.783333
2866,PORT ROYAL,-80.683333,32.366667
2867,BEAUFORT,-80.666667,32.433333
2868,SAVANNAH,-81.083333,32.083333
2869,DARIEN,-81.433333,31.366667
2870,PHILADELPHIA,-75.133333,39.95
2871,BROOKLYN,-74.016667,40.666667
2872,NEW YORK CITY,-74.016667,40.7
2873,PATCHOGUE,-73.016667,40.75
2874,YONKERS,-73.9,40.933333
2875,NEWBURGH,-74.0,41.5
2876,POUGHKEEPSIE,-73.95,41.7
2877,KINGSTON,-73.966667,41.933333
2878,ALMIRANTE,-82.4,9.3
2879,BOCAS DEL TORO,-82.233333,9.333333
2880,ST GEORGE'S,-64.683333,32.383333
2881,IRELAND ISLAND,-64.833333,32.316667
2882,HAMILTON,-64.783333,32.3
2883,FREEPORT,-78.783333,26.516667
2884,SOUTH RIDING POINT,-78.216667,26.616667
2885,NASSAU,-77.35,25.083333
2886,MANATI,-76.816667,21.366667
2887,GUAYABAL,-77.616667,20.7
2888,ANSE TEMBLADORA,-61.583333,10.683333
2889,EL BOSQUE,-75.533333,10.4
2890,PUERTO PRODECO,-74.216667,11.15
2891,QALHAT LNG TERMINAL,59.4,22.683333
2892,COXEN HOLE,-86.55,16.316667
2893,EL BLUFF,-83.7,12.0
2894,ALTAMIRA,-97.85,22.483333
2895,TUXPAN,-97.4,20.95
2896,DOS BOCAS TERMINAL,-93.216667,18.433333
2897,ASHQELON,34.5,31.666667
2898,ASHTART OIL TERMINAL,11.383333,34.283333
2899,ZARZIS,11.116667,33.5
2900,DIDON TERMINAL,11.9,33.783333
2901,MELILLI OIL TERMINAL,15.25,37.116667
2902,TONGHAE,129.15,37.533333
2903,NINGBO,121.55,29.883333
2904,PORT METHANIER,6.95,36.883333
2905,M BAO OIL TERMINAL,-17.4,14.716667
2906,LYNDIANE,-16.166667,14.166667
2907,FORCADOS OIL TERMINAL,5.183333,5.166667
2908,MOUDI MARINE TERMINAL,8.483333,4.116667
2909,EBOME MARINE TERMINAL,9.816667,2.8
2910,CATSKILL,-73.85,42.216667
2911,ALBANY,-73.75,42.65
2912,RENSSELAER,-73.75,42.65
2913,TROY,-73.7,42.733333
2914,EDGEWATER,-73.983333,40.816667
2915,WEEHAWKEN,-74.016667,40.766667
2916,HOBOKEN,-74.016667,40.75
2917,JERSEY CITY,-74.033333,40.716667
2918,BAYONNE,-74.1,40.683333
2919,NEWARK,-74.15,40.7
2920,ELIZABETHPORT,-74.183333,40.65
2921,STAPLETON SI,-74.066667,40.633333
2922,TOMPKINSVILLE SI,-74.066667,40.633333
2923,PORT RICHMOND SI,-74.133333,40.65
2924,MARINERS HARBOR SI,-74.166667,40.633333
2925,GULFPORT SI,-74.2,40.633333
2926,NISHTUN,52.2,15.816667
2927,DOHA HARBOR,47.8,29.383333
2928,BANDAR-E SHAHID REAJIE,56.066667,27.1
2929,BANDAR ABBAS,56.2,27.15
2930,BANDAR TAHERI OFFSHORE TERMINAL,52.35,27.65
2931,KHAWR KHASAB,56.233333,26.216667
2932,AL KUWAYT,47.933333,29.35
2933,AL MUKHA,43.25,13.316667
2934,ASH SHIHR OIL TERMINAL,49.5,14.733333
2935,HADERA,34.9,32.466667
2936,RAS SUDR,32.7,29.583333
2937,DAMIETTA,31.75,31.483333
2938,BUR SAID (PORT SAID),32.3,31.266667
2939,EL HAMRA OIL TERMINAL,28.866667,30.983333
2940,SOYO ANGOLA LNG TERMINAL,12.333333,-6.116667
2941,MERSA MATRUH,27.233333,31.35
2942,HAMRAWEIN,34.2,26.25
2943,AL MANAMAH,50.583333,26.233333
2944,KHOSROWABAD,48.416667,30.166667
2945,BOURI OIL FIELD,12.65,33.9
2946,KHOMS,14.25,32.666667
2947,MENZEL BOURGUIBA,9.8,37.15
2948,RADES,10.3,36.816667
2949,DJEN-DJEN,5.883333,36.816667
2950,AGADIR,-9.633333,30.433333
2951,PUNTA EUROPA TERMINAL,8.716667,3.783333
2952,MALABO,8.783333,3.75
2953,LUBA,8.566667,3.5
2954,SANTO ANTONIO,7.45,1.65
2955,SAO TOME,6.733333,0.35
2956,YOMBO TERMINAL,11.1,-4.45
2957,FUTILA TERMINAL,12.183333,-5.45
2958,KUITO OIL FIELD,11.5,-5.466667
2959,NESKAUPSTADUR,-13.683333,65.15
2960,NEWHAVEN HARBOUR,0.05,50.783333
2961,RYE HARBOUR,0.766667,50.933333
2962,BUDIR,-14.016667,64.933333
2963,VESTMANNAEYJAR,-20.283333,63.433333
2964,HAIMEN,121.45,28.683333
2965,DOVER HARBOR,1.333333,51.116667
2966,RAMSGATE,1.416667,51.333333
2967,EL JORF LASFAR,-8.616667,33.116667
2968,ESPOIR MARINE TERMINAL,-4.45,5.05
2969,BAOBAB MARINE TERMINAL,-4.55,4.966667
2970,ODUDU TERMINAL,7.766667,4.0
2971,OKONO TERMINAL,7.3,3.983333
2972,OKWORI TERMINAL,6.983333,3.85
2973,ONNE,7.15,4.683333
2974,EL MAADIYA,30.15,31.266667
2975,AL ISKANDARIYH (ALEXANDRIA),29.833333,31.166667
2976,GIRASSOL TERMINAL,11.683333,-7.65
2977,KANDLA,70.216667,23.033333
2978,ALDERNEY HARBOUR,-2.2,49.733333
2979,SAINT SAMPSON,-2.516667,49.483333
2980,SAINT PETER PORT,-2.533333,49.45
2981,GRANVILLE,-1.6,48.833333
2982,SAINT-MALO,-2.016667,48.65
2983,LE LEGUE,-2.75,48.533333
2984,PROBOLINGGO,113.216667,-7.716667
2985,AGBAMI OIL TERMINAL,5.566667,3.466667
2986,EGINA OIL TERMINAL,6.7,3.066667
2987,AKPO OIL TERMINAL,6.816667,3.133333
2988,OLOWI MARINE TERMINAL,10.216667,-3.133333
2989,DUSSAFU TERMINAL,10.816667,-4.25
2990,KIZOMBA A TERMINAL,11.05,-6.316667
2991,PSVM TERMINAL,0.0,0.0
2992,KIZOMBA B TERMINAL,11.15,-6.35
2993,KIZOMBA C TERMINAL,11.283333,-6.316667
2994,DALIA TERMINAL,11.766667,-7.683333
2995,GREATER PLUTONIO TERMINAL,12.1,-7.833333
2996,ETAME TERMINAL,10.516667,-3.75
2997,PSVM TERMINAL,10.733333,-6.25
2998,DUNKERQUE PORT OUEST,2.35,51.066667
2999,GRAVELINES,2.116667,51.0
3000,CALAIS,1.85,50.966667
3001,IQUITOS,-73.233333,-3.75
3002,ITAQUI,-44.366667,-2.566667
3003,STOKKMARKNES,14.916667,68.566667
3004,REINE,13.1,67.933333
3005,BALLSTAD,13.7,68.066667
3006,STAMSUND,13.85,68.116667
3007,HENNINGSVAER,14.216667,68.15
3008,SVOLVAER,14.583333,68.233333
3009,SKROVA HAVN,14.666667,68.166667
3010,BRETTESNES,14.85,68.233333
3011,LODINGEN,16.0,68.416667
3012,ULVIK,16.266667,68.566667
3013,LILANDSGRUNNEN,16.883333,68.483333
3014,NARVIK,17.416667,68.433333
3015,LITLE BALLANGEN,16.85,68.333333
3016,DRAG,16.083333,68.05
3017,KORSNES,16.066667,68.25
3018,TRANOY,15.666667,68.183333
3019,KJERRINGOY,14.766667,67.516667
3020,BODO,14.383333,67.283333
3021,LAKSELV,15.6,67.366667
3022,FAUSKE,15.366667,67.25
3023,ROGNAN,15.416667,67.1
3024,ORNES,13.716667,66.866667
3025,GLOMFJORD,13.983333,66.816667
3026,SANDNESSJOEN,12.633333,66.016667
3027,MO INLET,14.133333,66.316667
3028,KVALSUND,23.983333,70.5
3029,PORT MOLLER,-160.566667,55.983333
3030,PORT HEIDEN,-158.7,56.883333
3031,PILOT POINT,-157.6,57.566667
3032,UGASHIK,-157.416667,57.533333
3033,EGEGIK,-157.366667,58.2
3034,NAKNEK,-157.016667,58.716667
3035,KOGGIUNG,-156.916667,58.966667
3036,EKUK,-158.566667,58.816667
3037,AMPENAN,116.066667,-8.566667
3038,WAINGAPU,120.216667,-9.633333
3039,NUEVA GERONA,-82.8,21.916667
3040,GEORGETOWN,-81.383333,19.3
3041,CAYMAN BRAC,-79.75,19.75
3042,STAGEN,116.15,-3.3
3043,SAMPIT,113.0,-2.516667
3044,BITUNG,125.183333,1.433333
3045,LUWUK,122.8,-0.95
3046,MASSET HARBOR,-132.15,54.016667
3047,PORT CLEMENTS,-132.183333,53.683333
3048,QUEEN CHARLOTTE,-132.083333,53.25
3049,ALLIFORD BAY,-131.983333,53.216667
3050,HYDER,-130.0,55.916667
3051,HIDDEN INLET,-130.333333,54.95
3052,LYALL HARBOR,-123.2,48.8
3053,HOPE BAY,-123.283333,48.8
3054,SIDNEY,-123.383333,48.65
3055,ROCHE  HARBOR,-123.166667,48.616667
3056,ORCAS,-122.933333,48.6
3057,ANACORTES,-122.616667,48.516667
3058,BELLINGHAM,-122.5,48.75
3059,CHERRY POINT,-122.75,48.866667
3060,SEMIAHMOO,-122.766667,48.983333
3061,BLAINE,-122.75,49.0
3062,STEVESTON,-123.183333,49.133333
3063,NEW WESTMINSTER,-122.916667,49.2
3064,FRASER MILLS,-122.866667,49.216667
3065,PORT COQUITLAM,-122.783333,49.266667
3066,MISSION CITY,-122.25,49.116667
3067,VANCOUVER,-123.116667,49.283333
3068,PORT MOODY,-122.883333,49.283333
3069,SQUAMISH,-123.15,49.683333
3070,PORT MELLON,-123.483333,49.516667
3071,WESTVIEW,-124.516667,49.833333
3072,POWELL RIVER,-124.533333,49.866667
3073,DUNCAN BAY,-125.283333,50.066667
3074,CAMPBELL RIVER,-124.233333,50.016667
3075,CLARKS POINT,-158.55,58.85
3076,DILLINGHAM,-158.483333,59.033333
3077,PLATINUM,-161.833333,59.016667
3078,BETHEL,-161.716667,60.816667
3079,NASH HARBOR,-166.983333,60.2
3080,KWIGUK,-164.466667,62.733333
3081,KOTLIK,-163.55,63.033333
3082,HAMILTON,-163.916667,62.9
3083,ST MICHAEL,-162.033333,63.483333
3084,UNALAKLEET,-160.783333,63.883333
3085,SOLOMON,-164.4,64.55
3086,NOME,-165.416667,64.5
3087,GRANTLEY HARBOR,-166.333333,65.266667
3088,SAVOONGA,-170.4,63.683333
3089,SHISHMAREF,-166.083333,66.25
3090,DEERING,-162.733333,66.083333
3091,KOTZEBUE,-162.583333,66.916667
3092,CLIFTON PIER,-77.55,25.0
3093,MATTHEW TOWN,-73.683333,20.95
3094,GRAND TURK,-71.15,21.433333
3095,CABANAS,-82.966667,23.0
3096,MARIEL,-82.75,22.983333
3097,BAHAI DE LA HABANA,-82.366667,23.133333
3098,CARDENAS,-81.2,23.05
3099,ISABELA DE SAGUA,-80.0,22.95
3100,NUEVITAS BAY,-77.266667,21.55
3101,ANTILLA,-75.733333,20.833333
3102,FELTON,-75.6,20.733333
3103,NICARO,-75.55,20.716667
3104,TEXAS CITY,-94.916667,29.383333
3105,BAYTOWN,-95.016667,29.733333
3106,NORSWORTHY,-95.2,29.733333
3107,PASADENA,-95.216667,29.716667
3108,SINCO,-95.233333,29.716667
3109,HOUSTON,-95.283333,29.75
3110,FREEPORT,-95.333333,28.95
3111,PALACIOS,-96.216667,28.683333
3112,PORT LAVACA,-96.616667,28.616667
3113,COMOX HARBOR,-124.916667,49.666667
3114,NANOOSE HARBOR,-124.15,49.266667
3115,NANAIMO,-123.933333,49.166667
3116,HARMAC,-123.85,49.133333
3117,CHEMAINUS,-123.716667,48.933333
3118,CROFTON,-123.633333,48.866667
3119,COWICHAN BAY,-123.616667,48.75
3120,GANGES,-123.483333,48.85
3121,FRIDAY HARBOR,-123.016667,48.533333
3122,WESTPORT,-123.383333,46.133333
3123,RAINIER,-122.933333,46.083333
3124,LONGVIEW,-122.933333,46.133333
3125,KALAMA,-122.85,46.016667
3126,ST HELENS,-122.8,45.866667
3127,PORTLAND,-122.666667,45.516667
3128,VANCOUVER,-122.683333,45.633333
3129,CAMAS,-122.4,45.583333
3130,PORT SOCONY,-74.25,40.55
3131,BAYWAY,-74.2,40.633333
3132,GRASSELLI,-74.2,40.616667
3133,CARTERET,-74.216667,40.583333
3134,CHROME,-74.216667,40.566667
3135,PORT READING,-74.233333,40.566667
3136,SEWAREN,-74.25,40.55
3137,MAURER,-74.25,40.533333
3138,PERTH AMBOY,-74.266667,40.5
3139,SAYREVILLE,-74.366667,40.466667
3140,SOUTH AMBOY,-74.266667,40.483333
3141,LEONARDO,-74.066667,40.433333
3142,BARNEGAT,-74.1,39.766667
3143,ATLANTIC CITY,-74.416667,39.366667
3144,SALEM NJ,-75.483333,39.666667
3145,NEW CASTLE,-75.566667,39.65
3146,DEEPWATER POINT,-75.516667,39.7
3147,WILMINGTON,-75.55,39.733333
3148,MARCUS HOOK,-75.416667,39.816667
3149,CHESTER,-75.35,39.85
3150,CITY ISLAND,-73.783333,40.85
3151,GLOUCESTER,-70.666667,42.6
3152,BEVERLY,-70.883333,42.533333
3153,SALEM,-70.883333,42.516667
3154,MARBLEHEAD,-70.85,42.5
3155,LYNN,-70.95,42.45
3156,BOSTON,-71.05,42.35
3157,QUINCY,-70.966667,42.25
3158,SCITUATE,-70.716667,42.2
3159,PORT OCONNOR,-96.4,28.45
3160,ROCKPORT,-97.05,28.016667
3161,CORPUS CHRISTI,-97.4,27.816667
3162,PORT ARANSAS,-97.05,27.833333
3163,PORT INGLESIDE,-97.183333,27.816667
3164,PORT ISABEL,-97.2,26.083333
3165,BROWNSVILLE,-97.4,25.95
3166,TAMPICO,-97.866667,22.216667
3167,VERACRUZ,-96.133333,19.2
3168,CAYO ARCAS TERMINAL,-91.983333,20.166667
3169,COATZACOALCOS,-94.416667,18.15
3170,MINATITLAN,-94.583333,17.9
3171,ESTRELA OIL FIELD,12.4,-6.45
3172,NORTH POINT,-14.366667,-7.883333
3173,SALINA,-68.283333,12.083333
3174,SINT MICHELSBAAI,-69.016667,12.133333
3175,COVENAS OFFSHORE TERM.,-75.733333,9.5
3176,EL GUAMACHE,-64.1,10.9
3177,VILA DO CONDE,-48.75,-1.55
3178,GUAMARE OIL TERMINAL,-36.283333,-4.866667
3179,UKPOKITI MARINE TERMINAL,4.833333,5.716667
3180,SAN SEBASTIAN BAY,-68.5,-53.166667
3181,VILLA CONSTITUCION,-60.333333,-33.3
3182,PUERTO WILLIAMS,-67.6,-54.933333
3183,CALETA PATILLOS,-70.2,-20.733333
3184,JAYAPURA,140.716667,-2.533333
3185,ACAJUTLA OFFSHORE TERMINAL,-89.866667,13.583333
3186,DILI,125.583333,-8.533333
3187,KUPANG,123.583333,-10.166667
3188,VACAMONTE,-79.666667,8.866667
3189,CAYO MOA GRANDE,-74.9,20.666667
3190,NEW ROSS,-6.95,52.383333
3191,CASTLETOWN BEARHAVEN,-9.916667,51.65
3192,PLYMOUTH,-70.666667,41.95
3193,PROVINCETOWN,-70.183333,42.05
3194,HYANNIS,-70.283333,41.65
3195,HYANNIS PORT,-70.3,41.633333
3196,FALMOUTH,-70.616667,41.55
3197,NANTUCKET,-70.1,41.283333
3198,EDGARTOWN,-70.5,41.383333
3199,VINEYARD HAVEN,-70.6,41.45
3200,WOODS HOLE,-70.666667,41.516667
3201,NEW BEDFORD,-70.916667,41.633333
3202,NEWPORT,-71.333333,41.5
3203,FALL RIVER,-71.166667,41.7
3204,TIVERTON,-71.216667,41.633333
3205,BRISTOL,-71.266667,41.666667
3206,PROVIDENCE,-71.4,41.8
3207,QUONSET POINT,-71.4,41.583333
3208,DAVISVILLE DEPOT,-71.4,41.616667
3209,TAKULA TERMINAL,11.783333,-5.216667
3210,ANTSOHIM BONDRONA,48.833333,-13.083333
3211,KOME KRIBI 1 MARINE TERMINAL,9.8,2.916667
3212,LIMBOH TERMINAL,9.15,3.983333
3213,CEIBA TERMINAL,9.233333,1.416667
3214,COGO,9.7,1.083333
3215,SERPENTINA TERMINAL,8.083333,3.8
3216,SIDON/ZAHRANI TERMINAL,35.316667,33.533333
3217,ANTALYA OFFSHORE TERMINAL,30.6,36.816667
3218,BOTAS NATURAL GAS TERMINAL,27.983333,41.0
3219,BOTAS DORTYOL OIL TERMINAL,36.133333,36.866667
3220,TOROS GUBRE,35.966667,36.916667
3221,YAKACIK,36.183333,36.716667
3222,CHALKIS,23.6,38.466667
3223,DELTA TERMINAL,36.166667,36.85
3224,DIKILI,26.816667,39.016667
3225,GEBZE,29.55,40.766667
3226,GULLUK,27.616667,37.25
3227,YARIMCA,29.7,40.8
3228,GELENDZHIK,38.066667,44.55
3229,CERNAVODA,28.05,44.333333
3230,BASARABI,28.433333,44.166667
3231,KILRUSH,-9.5,52.633333
3232,GOLD RIVER,-126.116667,49.683333
3233,STURA,4.85,60.616667
3234,SANDARNE,17.183333,61.266667
3235,DOMSJO,18.733333,63.266667
3236,OBBOLA,20.333333,63.7
3237,VEITSILUOTO,24.616667,65.7
3238,PORI,21.8,61.483333
3239,PARGAS,22.066667,60.283333
3240,NYKOBING (MOR),11.866667,56.766667
3241,GULFHAVEN,11.266667,55.2
3242,CONTRECOUR,-73.2,45.883333
3243,GOOSE BAY,-60.3,53.366667
3244,AYIOS NIKOLAOS,25.716667,35.2
3245,GEMLIK,29.116667,40.416667
3246,PORTO DE MUCURIPE,-38.483333,-3.716667
3247,NATAL,-35.2,-5.783333
3248,PORT DE ARACAJU,-37.05,-10.916667
3249,PORT DE SALVADOR,-38.516667,-12.966667
3250,VITORIA,-40.333333,-20.316667
3251,TUBARAO,-40.25,-20.283333
3252,RIO DE JANEIRO,-43.166667,-22.9
3253,NITEROI,-43.116667,-22.883333
3254,PARANAGUA,-48.516667,-25.5
3255,SAO FRANCISCO,-48.633333,-26.25
3256,MONTEVIDEO,-56.216667,-34.9
3257,COLONIA,-57.85,-34.466667
3258,NUEVA PALMIRA,-58.416667,-33.883333
3259,PUERTO DE ASUNCION,-57.683333,-25.266667
3260,SANTA FE,-60.7,-31.65
3261,DANUBE-BLACK SEA CANAL,28.183333,44.266667
3262,MEDGIDIA,28.266667,44.25
3263,MIDIA,28.666667,44.35
3264,TULCEA,28.816667,45.166667
3265,BELGOROD-DNESTROVSKY,30.366667,46.183333
3266,DNIPRO-BUZKYY,31.883333,46.733333
3267,PORT OKTYABRSK,31.933333,46.833333
3268,UST-DUNAISK,29.7,45.466667
3269,KAVALA,24.4,40.933333
3270,ALIAGA,26.933333,38.833333
3271,AMBARLI,28.7,40.966667
3272,BORUSAN FERTILIZER JETTY,29.1,40.416667
3273,KYMASSI,23.466667,38.833333
3274,ASPROPIRGOS,23.6,38.033333
3275,ACHLADI,22.816667,38.9
3276,ASTAKOS,21.1,38.483333
3277,AKRA KAVONISI,23.633333,35.516667
3278,TELUK BEO,126.783333,4.233333
3279,PATANI,128.75,0.366667
3280,WAHAI,129.5,-2.783333
3281,MIEI,134.5,-2.733333
3282,TG. SORONG,131.233333,-0.883333
3283,MERAK MAS TERMINAL,105.983333,-5.916667
3284,TOKYO KO,139.75,35.666667
3285,PONTRIEUX,-3.15,48.7
3286,TREGUIER,-3.233333,48.783333
3287,MORLAIX,-3.833333,48.583333
3288,PORT DE ROSCOFF-BLOSCON,-3.983333,48.733333
3289,KINGSTON,-76.783333,17.966667
3290,BEDI,70.033333,22.516667
3291,DALHOUSIE,-66.366667,48.066667
3292,SEPT ILES,-66.383333,50.2
3293,PORT DE ST PIERRE,-56.166667,46.783333
3294,COME BY CHANCE HARBOR,-54.016667,47.8
3295,BELAWAN,98.683333,3.783333
3296,SIDI KERIR (KURAYR),29.616667,31.1
3297,GRESIK,112.65,-7.15
3298,HAIFA,35.0,32.816667
3299,BAYRUT,35.5,33.9
3300,BRINDISI,17.983333,40.65
3301,PORT BERINGOVSKY,179.366667,63.066667
3302,EL JADIDA,-8.5,33.25
3303,GUSTAVSBERG,18.383333,59.316667
3304,SANDHAMN,18.916667,59.283333
3305,STOCKHOLM,18.05,59.333333
3306,VASTERAS,16.55,59.616667
3307,GRISSLEHAMN,18.816667,60.1
3308,HALLSTAVIK,18.583333,60.05
3309,HARGSHAMN,18.45,60.183333
3310,SKUTSKAR,17.4,60.65
3311,OSKARSHAMN,16.45,57.266667
3312,FIGEHOLM,16.5,57.366667
3313,MOSS,10.666667,59.45
3314,SARPSBORG,11.1,59.266667
3315,FREDRIKSTAD,10.95,59.2
3316,HALDEN,11.383333,59.116667
3317,STROMSTAD,11.166667,58.933333
3318,SAN LORENZO,-60.733333,-32.75
3319,ROSARIO,-60.633333,-32.95
3320,SAN PEDRO,-59.816667,-33.583333
3321,PUERTO IBICUY,-59.183333,-33.75
3322,CONCEPCION DEL URUGUAY,-58.233333,-32.483333
3323,BUENOS AIRES,-58.366667,-34.6
3324,QUEQUEN,-58.7,-38.583333
3325,PUERTO ROSALES,-62.066667,-38.933333
3326,WAINWRIGHT,-160.0,70.65
3327,BARROW,-156.783333,71.283333
3328,PRUDHOE BAY,-148.416667,70.333333
3329,BERNARD HARBOR,-143.633333,70.133333
3330,TUKTOYAKTUK,-133.0,69.45
3331,POLICE POINT,-124.75,70.183333
3332,PAULATUK,-124.083333,69.35
3333,PEARCE POINT,-122.75,69.816667
3334,TYSOE POINT,-120.75,69.6
3335,SACHS HARBOR,-125.25,71.966667
3336,CAPE YOUNG,-116.933333,68.933333
3337,BERNARD HARBOR,-114.766667,68.783333
3338,LADY FRANKLIN POINT,-113.266667,68.483333
3339,COPPERMINE,-115.05,67.8
3340,CAMBRIDGE BAY,-105.066667,69.116667
3341,RESOLUTE BAY,-95.9,74.683333
3342,BARENTSBURG,14.233333,78.066667
3343,LONGYEARBYEN,15.7,78.2
3344,NY ALESUND,11.95,78.916667
3345,KIRKENES,30.05,69.733333
3346,VADSO,29.75,70.066667
3347,BATSFJORDEN,29.733333,70.633333
3348,VARDO,31.116667,70.366667
3349,BERLEVAG,29.1,70.866667
3350,KJOLLEFJORDEN,27.333333,70.95
3351,HONNINGSVAG,26.0,70.983333
3352,MASSACRE BAY,173.233333,52.833333
3353,VILLAGE COVE,-170.266667,57.133333
3354,SAN JUAN CANNERY,-148.066667,60.05
3355,LATOUCHE,-148.066667,60.05
3356,SEWARD,-149.433333,60.1
3357,PORT GRAHAM,-151.816667,59.35
